44a - Proportion of seats held by women in national parliament

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of seats held by women in national parliament,Developed regions,840,United States of America,2017,Female,-,-,-,19.0805,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Northern Africa,12,Algeria,2017,Female,-,-,-,31.6017,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Northern Africa,434,Libya,2017,Female,-,-,-,15.9574,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Northern Africa,504,Morocco,2017,Female,-,-,-,20.5063,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Northern Africa,788,Tunisia,2017,Female,-,-,-,31.3364,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Northern Africa,818,Egypt,2017,Female,-,-,-,14.9329,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,90,Solomon Islands,2017,Female,-,-,-,2,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,242,Fiji,2017,Female,-,-,-,16,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,296,Kiribati,2017,Female,-,-,-,6.5217,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,520,Nauru,2017,Female,-,-,-,10.5263,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,548,Vanuatu,2017,Female,-,-,-,0,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,583,Micronesia (Federated States of),2017,Female,-,-,-,0,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,584,Marshall Islands,2017,Female,-,-,-,9.0909,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,585,Palau,2017,Female,-,-,-,12.5,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,598,Papua New Guinea,2017,Female,-,-,-,2.7027,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,776,Tonga,2017,Female,-,-,-,3.8462,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,798,Tuvalu,2017,Female,-,-,-,6.6667,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Oceania,882,Samoa,2017,Female,-,-,-,10,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,24,Angola,2017,Female,-,-,-,38.1818,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,72,Botswana,2017,Female,-,-,-,9.5238,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,108,Burundi,2017,Female,-,-,-,36.3636,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,120,Cameroon,2017,Female,-,-,-,31.1111,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,132,Cabo Verde,2017,Female,-,-,-,23.6111,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,140,Central African Republic,2017,Female,-,-,-,8.5714,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,148,Chad,2017,Female,-,-,-,12.766,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,174,Comoros,2017,Female,-,-,-,6.0606,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,178,Congo,2017,Female,-,-,-,7.3529,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,180,Democratic Republic of the Congo,2017,Female,-,-,-,8.9431,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,204,Benin,2017,Female,-,-,-,7.2289,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,226,Equatorial Guinea,2017,Female,-,-,-,24,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,231,Ethiopia,2017,Female,-,-,-,38.7569,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,232,Eritrea,2017,Female,-,-,-,22,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,262,Djibouti,2017,Female,-,-,-,10.7692,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,266,Gabon,2017,Female,-,-,-,17.094,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,270,Gambia,2017,Female,-,-,-,9.434,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,288,Ghana,2017,Female,-,-,-,12.7273,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,324,Guinea,2017,Female,-,-,-,21.9298,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,384,Côte d'Ivoire,2017,Female,-,-,-,11.4625,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,404,Kenya,2017,Female,-,-,-,19.4286,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,426,Lesotho,2017,Female,-,-,-,25,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,430,Liberia,2017,Female,-,-,-,12.3288,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,450,Madagascar,2017,Female,-,-,-,19.2053,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,454,Malawi,2017,Female,-,-,-,16.6667,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,466,Mali,2017,Female,-,-,-,8.8435,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,478,Mauritania,2017,Female,-,-,-,25.1701,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,480,Mauritius,2017,Female,-,-,-,11.5942,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,508,Mozambique,2017,Female,-,-,-,39.6,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,516,Namibia,2017,Female,-,-,-,41.3462,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,562,Niger,2017,Female,-,-,-,16.9591,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,566,Nigeria,2017,Female,-,-,-,5.5556,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,624,Guinea-Bissau,2017,Female,-,-,-,13.7255,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,646,Rwanda,2017,Female,-,-,-,61.25,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,678,Sao Tome and Principe,2017,Female,-,-,-,18.1818,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,686,Senegal,2017,Female,-,-,-,42.6667,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,690,Seychelles,2017,Female,-,-,-,21.2121,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,694,Sierra Leone,2017,Female,-,-,-,12.3967,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,706,Somalia,2017,Female,-,-,-,24.2424,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,710,South Africa,2017,Female,-,-,-,42.1717,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,716,Zimbabwe,2017,Female,-,-,-,32.5926,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,728,South Sudan,2017,Female,-,-,-,28.4595,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,729,Sudan,2017,Female,-,-,-,30.5164,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,748,Swaziland,2017,Female,-,-,-,6.1538,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,768,Togo,2017,Female,-,-,-,17.5824,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,800,Uganda,2017,Female,-,-,-,34.2984,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,834,United Republic of Tanzania,2017,Female,-,-,-,36.3868,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,854,Burkina Faso,2017,Female,-,-,-,11.0236,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Sub-Saharan Africa,894,Zambia,2017,Female,-,-,-,17.9641,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,28,Antigua and Barbuda,2017,Female,-,-,-,11.1111,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,32,Argentina,2017,Female,-,-,-,38.9105,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,44,Bahamas,2017,Female,-,-,-,13.1579,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,52,Barbados,2017,Female,-,-,-,16.6667,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2017,Female,-,-,-,53.0769,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,76,Brazil,2017,Female,-,-,-,10.7212,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,84,Belize,2017,Female,-,-,-,9.375,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,152,Chile,2017,Female,-,-,-,15.8333,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,170,Colombia,2017,Female,-,-,-,18.6747,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,188,Costa Rica,2017,Female,-,-,-,35.0877,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,192,Cuba,2017,Female,-,-,-,48.8562,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,212,Dominica,2017,Female,-,-,-,25,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,214,Dominican Republic,2017,Female,-,-,-,26.8421,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,218,Ecuador,2017,Female,-,-,-,41.6058,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,222,El Salvador,2017,Female,-,-,-,32.1429,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,308,Grenada,2017,Female,-,-,-,33.3333,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,320,Guatemala,2017,Female,-,-,-,12.6582,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,328,Guyana,2017,Female,-,-,-,31.8841,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,332,Haiti,2017,Female,-,-,-,2.5641,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,340,Honduras,2017,Female,-,-,-,25.7813,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,388,Jamaica,2017,Female,-,-,-,17.4603,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,484,Mexico,2017,Female,-,-,-,42.6,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,558,Nicaragua,2017,Female,-,-,-,45.6522,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,591,Panama,2017,Female,-,-,-,18.3099,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,600,Paraguay,2017,Female,-,-,-,13.75,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,604,Peru,2017,Female,-,-,-,27.6923,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,659,Saint Kitts and Nevis,2017,Female,-,-,-,13.3333,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,662,Saint Lucia,2017,Female,-,-,-,16.6667,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
